name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs1078,0.016,0.377,0.026,0.01,0.31,0.059,15.128,0.107,-99.0,20.12,0.042,2.7678,0.05,0.571,0.273,0.146,203.1517,0.078,-99.0,-99.0,5.49,17.629,15.736,17.128,0.576,1.747,0.029,14.867,16.894,0.89,0.26,13.05,0.328,0.035,2.945,3.777,1.774,1.575,8.71,-99.0,6689.57,-99.0,0.04,-17.864,2.579,16.885,0.267,0.034,0.256,6726.1,0.116,-99.0,0.033,14.746,18.825,1,0.0,0.0,0.03,1,0,0,0.0,AO,0.33,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1079,0.017,0.649,0.027,0.011,0.099,0.062,13.488,0.112,12.627,20.693,0.044,0.7688,0.044,0.358,0.114,0.153,203.186,0.081,0.409,14.124,5.35,16.646,14.78,15.955,0.947,2.206,0.038,13.587,15.616,0.47,0.271,14.66,0.306,0.023,3.602,4.439,2.343,2.044,9.57,-99.0,6529.3,-99.0,0.021,-18.976,3.044,15.346,0.279,0.036,0.089,6529.3,0.242,0.162,0.022,13.664,18.107,1,0.0,0.0,0.11,1,0,0,0.0,GBT,0.81,0.0,11.7,1,11.2,11.18,23871.0,3.02,11.69,0,2.92,1,13619.0,11.37,11.2,0
rs1080,0.018,0.359,0.028,0.011,0.025,0.064,13.22,0.117,13.014,17.929,0.046,4.9471,0.022,0.091,0.133,0.159,203.2336,0.085,0.202,13.971,10.59,15.892,14.262,15.469,0.559,1.716,-0.145,13.569,15.229,0.32,0.283,24.65,0.137,0.029,2.769,3.576,1.611,1.411,9.43,-99.0,6376.67,-99.0,0.022,-19.418,2.524,15.055,0.291,0.037,0.052,6388.1,0.031,0.226,0.021,13.47,16.942,1,0.09,2.88,3.04,0,1,1,2.21,ALFALFA,2.46,0.1,12.63,1,12.37,11.62,23378.0,0.96,12.37,0,1.1,1,13152.0,11.56,12.37,0
rs1081,0.018,0.536,0.028,0.011,-99.0,0.064,-99.0,0.117,14.185,-99.0,0.046,3.5325,0.058,-99.0,-99.0,0.159,203.2424,0.085,0.262,15.119,3.22,17.084,-99.0,16.473,0.776,1.936,0.064,14.158,16.187,0.72,0.283,9.21,0.306,0.031,3.214,3.974,2.054,1.814,9.05,-99.0,6676.87,-99.0,0.039,-18.519,2.696,15.975,0.29,0.037,0.044,6706.4,-99.0,0.116,0.03,-99.0,18.383,1,0.0,0.0,0.17,0,0,0,0.0,AO,0.33,0.01,0.0,1,12.97,0.0,0.0,0.0,0.0,0,0.63,0,14863.0,11.19,12.97,0
rs1082,0.018,0.557,0.028,0.011,0.022,0.064,12.439,0.117,12.35,18.171,0.046,4.9818,0.022,0.056,0.054,0.159,203.2675,0.085,0.271,13.385,3.99,15.775,13.807,15.141,0.856,2.224,-0.036,12.317,14.818,0.67,0.283,12.37,0.382,0.021,3.435,4.361,2.068,1.769,9.85,-99.0,6376.67,-99.0,0.021,-19.734,3.15,14.573,0.291,0.037,0.087,6354.3,0.03,0.042,0.021,12.699,17.032,1,0.08,1.59,2.24,0,1,1,1.54,ALFALFA,2.37,0.14,12.63,1,12.37,11.62,23378.0,0.96,12.37,0,1.1,1,13152.0,11.56,12.37,0
rs1083,0.015,0.527,0.024,0.01,0.116,0.055,14.335,0.1,-99.0,-99.0,0.039,3.8835,0.036,0.12,-99.0,0.136,203.2742,0.073,-99.0,15.05,2.67,17.196,-99.0,16.629,0.76,1.899,0.057,14.754,16.357,0.59,0.242,7.71,0.145,0.025,3.183,3.926,2.044,1.811,8.95,-99.0,6489.94,-99.0,0.037,-18.279,2.642,16.164,0.248,0.032,0.039,6489.9,-99.0,0.119,0.024,14.561,18.539,1,0.0,0.0,0.03,1,0,0,0.0,AO,0.22,0.0,0.0,1,11.79,0.0,0.0,0.0,0.0,0,1.12,0,14893.0,11.14,11.79,0
rs1084,0.015,0.285,0.024,0.01,0.108,0.055,12.424,0.1,12.632,16.744,0.039,1.3066,0.123,0.127,0.046,0.135,203.3876,0.072,0.491,13.073,17.1,14.793,13.628,14.419,0.439,1.496,-0.033,12.615,14.217,0.39,0.241,37.49,0.268,0.022,2.53,3.273,1.473,1.318,9.51,-99.0,5207.05,-99.0,0.021,-20.01,2.239,14.037,0.247,0.032,0.037,5207.0,0.019,0.169,0.021,12.733,15.837,1,0.0,0.0,3.4,0,0,0,0.0,ALFALFA,2.7,0.1,11.2,1,10.91,11.42,21851.0,1.73,11.19,1,9.35,1,11689.0,11.36,10.91,0
rs1085,0.013,0.322,0.021,0.009,0.13,0.048,-99.0,0.088,13.356,17.728,0.034,2.0455,0.057,-99.0,0.086,0.12,203.4459,0.064,0.088,13.737,6.65,15.94,14.653,15.548,0.508,1.657,0.093,13.134,15.354,0.43,0.213,15.52,0.362,0.022,2.651,3.459,1.502,1.315,9.31,-99.0,6630.69,-99.0,0.052,-19.4,2.465,15.123,0.218,0.028,0.053,6637.2,0.027,0.317,0.022,13.637,16.963,1,0.0,0.0,0.87,0,0,0,0.0,ALFALFA,2.88,0.08,11.52,1,11.49,11.22,21854.0,2.58,11.52,0,2.41,1,11692.0,11.26,11.49,0
rs1086,0.016,0.767,0.025,0.01,0.187,0.058,11.22,0.105,11.349,19.641,0.041,3.3159,0.241,0.048,0.065,0.143,203.4577,0.076,0.082,12.285,6.68,15.061,12.825,14.23,1.122,2.586,-0.027,11.576,13.816,0.55,0.254,20.32,0.079,0.021,4.219,5.156,2.755,2.4,10.45,-99.0,6570.46,-99.0,0.081,-20.735,3.523,13.472,0.261,0.033,0.253,6651.2,0.538,0.03,0.028,11.674,16.815,1,0.0,0.0,0.45,1,0,0,0.0,ALFALFA,2.63,0.0,12.85,1,12.93,13.19,21855.0,0.0,12.85,0,0.0,1,11693.0,13.28,12.93,0
rs1087,0.018,0.389,0.028,0.011,0.08,0.064,13.846,0.116,13.948,18.126,0.045,4.445,0.049,0.23,0.191,0.158,203.4574,0.084,0.2,14.666,10.87,16.216,14.861,15.711,0.58,1.675,-0.017,13.772,15.455,0.37,0.281,28.58,0.326,0.039,2.698,3.425,1.602,1.411,9.23,-99.0,6588.07,-99.0,0.04,-19.239,2.403,15.312,0.289,0.037,0.036,6581.8,0.068,0.324,0.026,13.929,17.232,1,0.0,0.0,1.89,0,0,0,0.0,ALFALFA,2.5,0.09,12.56,1,12.48,11.39,24021.0,1.29,12.56,0,1.38,1,13745.0,11.33,12.48,0
rs1088,0.013,0.647,0.021,0.009,0.296,0.048,13.725,0.088,13.762,20.897,0.034,2.3585,0.042,0.076,0.084,0.119,203.4593,0.064,0.231,14.652,3.8,16.835,15.024,16.171,0.945,2.182,0.002,13.707,15.84,0.63,0.212,10.27,0.054,0.03,3.571,4.389,2.334,2.036,9.47,-99.0,6498.4,-99.0,0.023,-18.731,3.0,15.601,0.218,0.028,0.051,6498.4,0.166,0.098,0.03,13.912,18.386,1,0.0,0.0,0.07,1,0,0,0.0,AO,0.53,0.0,11.16,1,11.25,11.13,26158.0,1.91,11.16,0,1.78,1,15856.0,11.33,11.25,0
rs1089,0.016,0.691,0.025,0.01,0.234,0.058,13.792,0.106,13.742,22.091,0.041,3.2932,0.027,0.201,0.109,0.144,203.4723,0.077,0.138,14.141,5.96,17.089,15.153,16.353,1.01,2.286,0.004,13.584,15.985,0.55,0.256,14.91,0.195,0.022,3.726,4.579,2.45,2.131,9.41,-99.0,5945.17,-99.0,0.021,-18.375,3.14,15.782,0.262,0.033,0.138,5960.2,1.077,0.179,0.023,13.916,18.721,1,0.0,0.0,0.09,1,0,0,0.0,GBT,0.73,0.0,10.79,1,10.71,11.25,23975.0,9.71,10.79,1,9.79,1,13706.0,11.3,10.71,0
rs1090,0.016,0.812,0.025,0.01,0.031,0.058,9.739,0.106,9.749,18.35,0.041,3.2836,0.025,0.042,0.014,0.144,203.4769,0.077,0.047,10.716,10.68,13.554,11.27,12.709,1.186,2.725,-0.03,10.015,12.271,0.78,0.256,36.11,0.057,0.021,4.453,5.403,2.914,2.54,11.19,-99.0,6570.46,-99.0,0.04,-22.227,3.676,11.91,0.262,0.033,0.046,6563.2,0.073,0.045,0.026,10.059,15.434,1,0.0,0.0,0.47,1,0,0,0.0,ALFALFA,2.54,0.0,12.85,1,12.93,13.19,21855.0,0.0,12.85,0,0.0,1,11693.0,13.28,12.93,0
rs1091,0.014,0.478,0.022,0.009,0.172,0.051,13.999,0.093,14.205,19.441,0.036,1.0961,0.038,0.382,0.143,0.126,203.5067,0.068,0.126,15.4,1.6,17.249,15.585,16.691,0.725,1.939,0.062,14.541,16.428,0.82,0.225,6.8,0.082,0.023,3.033,3.857,1.819,1.573,9.11,-99.0,6695.47,-99.0,0.035,-18.282,2.762,16.197,0.231,0.03,0.035,6703.6,0.035,0.077,0.026,14.372,18.317,1,0.0,0.0,0.18,0,0,0,0.0,AO,0.4,0.02,0.0,1,11.07,0.0,0.0,0.0,0.0,1,4.26,0,15259.0,11.2,11.07,0
rs1092,0.017,0.61,0.027,0.011,0.209,0.063,10.949,0.114,10.871,17.458,0.045,4.7539,0.021,0.083,0.017,0.155,203.5151,0.083,0.122,12.077,21.4,14.723,12.619,14.049,0.958,2.51,-0.302,11.196,13.658,0.17,0.276,57.93,0.136,0.023,3.831,4.866,2.279,1.93,10.43,-99.0,6722.17,-99.0,0.021,-20.971,3.545,13.347,0.283,0.036,0.051,6799.2,0.022,0.081,0.021,11.155,16.048,1,0.0,0.0,8.28,0,0,0,0.0,ALFALFA,2.39,0.12,12.69,1,12.44,12.68,21858.0,0.0,12.52,0,0.0,1,11696.0,12.58,12.44,0
rs1093,0.016,0.731,0.025,0.01,0.017,0.059,12.221,0.106,12.318,-99.0,0.042,3.3471,0.048,0.109,0.052,0.145,203.5196,0.077,0.093,13.032,7.31,15.734,13.676,14.973,1.076,2.406,-0.06,12.316,14.577,0.4,0.257,17.16,0.066,0.021,3.929,4.853,2.599,2.254,10.15,-99.0,6570.46,-99.0,0.022,-19.949,3.33,14.189,0.264,0.034,0.056,6517.6,-99.0,0.056,0.023,12.438,17.306,1,0.0,0.0,0.21,1,0,0,0.0,GBT,1.32,0.0,12.85,1,12.93,13.19,21855.0,0.0,12.85,0,0.0,1,11693.0,13.28,12.93,0
rs1094,0.017,0.69,0.026,0.011,0.182,0.061,14.0,0.111,13.678,22.745,0.043,4.7804,0.121,0.363,0.248,0.15,203.5238,0.08,0.2,15.039,2.42,17.71,15.688,16.981,1.01,2.353,-0.061,14.741,16.628,0.71,0.267,6.49,0.274,0.036,3.837,4.759,2.495,2.175,9.23,-99.0,6722.17,-99.0,0.1,-18.006,3.275,16.372,0.275,0.035,0.207,6704.3,1.3,0.258,0.032,14.574,19.314,1,0.06,2.1,8.26,0,1,1,2.1,ALFALFA,2.39,0.12,0.0,1,12.44,0.0,0.0,0.0,0.0,0,0.0,0,11696.0,12.58,12.44,0
rs1095,0.017,0.441,0.027,0.011,0.323,0.062,15.477,0.112,-99.0,20.816,0.044,4.9881,0.128,0.425,0.773,0.152,203.5386,0.081,-99.0,-99.0,3.76,18.589,17.008,18.036,0.68,1.907,0.259,-99.0,17.832,0.55,0.271,10.05,-99.0,0.033,3.053,3.901,1.826,1.588,8.57,-99.0,6722.17,-99.0,0.024,-17.021,2.755,17.441,0.279,0.036,0.254,6921.8,0.094,-99.0,0.03,16.233,19.603,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,2.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1096,0.013,0.214,0.021,0.008,4.365,0.048,-99.0,0.087,-99.0,20.647,0.034,1.9877,0.452,-99.0,0.689,0.118,203.5417,0.063,-99.0,-99.0,3.42,18.911,18.022,18.64,0.339,1.387,-0.033,-99.0,18.452,0.75,0.21,6.73,-99.0,0.047,2.412,3.188,1.365,1.24,7.73,-99.0,5531.2,-99.0,0.054,-15.911,2.162,18.699,0.215,0.027,0.434,5531.2,0.212,-99.0,0.037,17.967,19.988,0,0.0,0.0,0.33,0,0,0,0.0,ALFALFA,2.91,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1097,0.016,0.738,0.025,0.01,0.238,0.058,10.383,0.105,10.592,19.022,0.041,4.8685,0.021,0.282,0.163,0.142,203.5425,0.076,0.065,11.602,12.36,14.165,12.015,13.395,1.082,2.405,-0.017,10.891,13.008,0.69,0.253,38.49,0.099,0.021,3.928,4.848,2.606,2.262,10.75,-99.0,6722.17,-99.0,0.02,-21.529,3.325,12.732,0.26,0.033,0.07,6526.7,0.077,0.07,0.024,11.035,15.772,1,0.0,0.0,0.43,1,0,0,0.0,ALFALFA,2.41,0.0,12.69,1,12.44,12.68,21858.0,0.0,12.52,0,0.0,1,11696.0,12.58,12.44,0
rs1098,0.018,0.23,0.027,0.011,0.255,0.063,14.498,0.115,-99.0,18.476,0.045,4.9285,0.05,0.098,0.152,0.156,203.5966,0.084,-99.0,14.742,3.89,16.935,15.801,16.623,0.377,1.492,-0.076,14.557,16.473,0.56,0.278,7.4,0.248,0.025,2.35,3.15,1.235,1.088,8.73,-99.0,6722.17,-99.0,0.055,-18.419,2.292,16.318,0.286,0.036,0.031,6868.1,0.04,0.383,0.022,14.853,17.833,1,0.03,0.44,0.96,0,1,1,0.43,GBT,0.83,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1099,0.018,0.365,0.029,0.012,0.369,0.066,15.751,0.12,-99.0,20.54,0.047,4.9461,0.248,0.294,0.37,0.163,203.6398,0.087,-99.0,-99.0,4.76,18.325,16.915,17.86,0.566,1.728,0.066,-99.0,17.646,0.33,0.291,10.07,-99.0,0.028,2.82,3.633,1.658,1.457,8.49,-99.0,6722.17,-99.0,0.135,-17.177,2.541,17.383,0.298,0.038,0.064,6840.8,0.101,-99.0,0.026,15.855,19.341,0,0.0,0.0,0.29,1,0,0,0.0,ALFALFA,2.47,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1100,0.017,0.389,0.027,0.011,0.104,0.063,13.246,0.114,13.042,18.197,0.045,4.9187,0.064,0.148,-99.0,0.155,203.6405,0.083,0.24,14.951,2.29,16.29,-99.0,15.805,0.617,1.858,-0.042,13.777,15.576,0.88,0.276,5.68,0.082,0.021,2.854,3.726,1.613,1.385,9.25,-99.0,6722.17,-99.0,0.164,-19.177,2.729,15.351,0.284,0.036,0.048,6683.2,0.029,0.702,0.033,13.672,17.282,1,0.0,0.0,0.67,0,0,0,0.0,ALFALFA,2.18,0.07,12.69,1,12.44,12.68,21858.0,0.0,12.52,0,0.0,1,11696.0,12.58,12.44,0
rs1101,0.014,0.262,0.022,0.009,-99.0,0.051,-99.0,0.093,-99.0,20.19,0.036,0.596,0.06,-99.0,-99.0,0.126,203.6534,0.067,-99.0,15.966,1.73,18.395,-99.0,18.069,0.435,1.65,0.074,-99.0,17.898,0.91,0.224,4.46,-99.0,0.032,2.622,3.5,1.407,1.234,8.01,-99.0,5226.1,-99.0,0.032,-16.363,2.528,17.71,0.23,0.029,0.056,5226.1,0.164,0.38,0.037,-99.0,19.399,0,0.0,0.0,0.24,1,0,0,0.0,ALFALFA,3.13,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1102,0.015,0.481,0.024,0.01,-99.0,0.054,-99.0,0.099,10.604,16.676,0.039,4.1304,0.038,-99.0,-99.0,0.134,203.6635,0.072,0.781,12.066,12.43,14.335,-99.0,13.782,0.757,2.115,-0.096,11.304,13.492,0.78,0.239,26.33,0.257,0.023,3.284,4.226,1.926,1.649,10.25,-99.0,6805.03,-99.0,0.021,-21.232,3.058,13.261,0.245,0.031,0.069,6819.1,0.018,0.07,0.02,-99.0,15.497,1,0.0,0.0,2.56,0,0,0,0.0,ALFALFA,2.36,0.09,11.75,1,11.77,11.85,21862.0,1.85,11.75,0,1.61,1,11700.0,11.8,11.77,0
rs1103,0.015,0.124,0.024,0.01,0.122,0.056,15.268,0.101,-99.0,18.65,0.04,4.2368,0.036,0.177,0.23,0.138,203.7124,0.074,-99.0,15.714,1.98,17.329,16.505,17.146,0.208,1.209,0.121,-99.0,17.089,0.64,0.245,6.26,-99.0,0.039,1.895,2.627,0.894,0.811,8.37,-99.0,6805.03,-99.0,0.028,-17.863,1.941,16.955,0.252,0.032,0.037,6794.7,0.217,0.157,0.033,15.505,18.052,1,0.0,0.0,0.92,0,0,0,0.0,GBT,1.68,0.09,11.75,0,0.0,11.85,21862.0,1.85,11.75,0,0.0,1,0.0,0.0,0.0,0
rs1104,0.018,0.557,0.029,0.012,0.336,0.066,15.161,0.12,14.479,20.357,0.047,4.9651,0.053,0.254,-99.0,0.163,203.7305,0.087,0.424,-99.0,6.97,17.499,-99.0,16.81,0.828,2.006,0.155,14.144,16.579,0.61,0.29,27.03,0.195,0.033,3.272,4.044,2.095,1.824,9.27,-99.0,6722.17,-99.0,0.219,-18.212,2.777,16.072,0.298,0.038,0.135,6795.7,0.14,-99.0,0.069,15.174,18.94,1,0.0,0.0,0.06,0,0,0,0.0,AO,0.29,0.01,0.0,1,12.44,0.0,0.0,0.0,0.0,0,0.0,0,11696.0,12.58,12.44,0
rs1105,0.018,0.253,0.029,0.012,-99.0,0.066,-99.0,0.121,-99.0,-99.0,0.047,3.6607,0.049,-99.0,-99.0,0.164,203.769,0.088,-99.0,-99.0,4.27,17.343,-99.0,16.984,0.41,1.536,-0.009,-99.0,16.81,0.72,0.292,8.96,-99.0,0.025,2.352,3.153,1.225,1.069,8.59,-99.0,6323.7,-99.0,0.035,-17.884,2.337,16.781,0.3,0.038,0.041,6326.6,-99.0,-99.0,0.024,-99.0,18.235,1,0.0,0.0,0.49,0,0,0,0.0,GBT,0.8,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1106,0.014,0.507,0.022,0.009,0.052,0.051,10.485,0.094,10.424,15.614,0.037,1.4107,0.03,0.048,0.011,0.127,203.8519,0.068,0.26,11.352,20.38,13.471,11.807,12.915,0.77,2.0,-0.2,10.559,12.614,0.79,0.226,54.43,0.123,0.021,3.127,3.969,1.898,1.634,10.51,-99.0,5271.44,-99.0,0.025,-21.495,2.842,12.433,0.232,0.03,0.046,5171.9,0.019,0.108,0.022,10.742,14.72,1,0.0,0.0,11.49,0,0,0,0.0,ALFALFA,2.87,0.12,11.42,1,10.9,12.09,21868.0,0.0,11.42,1,10.65,1,11704.0,11.94,10.9,0
rs1107,0.014,0.203,0.022,0.009,0.444,0.052,-99.0,0.094,12.932,18.67,0.037,1.5554,0.753,-99.0,0.484,0.127,203.9107,0.068,0.351,-99.0,17.56,16.449,15.773,16.032,0.314,1.321,0.073,-99.0,15.615,0.48,0.227,40.33,-99.0,0.207,2.405,3.167,1.398,1.288,8.65,-99.0,5271.44,-99.0,0.279,-18.465,2.082,15.958,0.233,0.03,0.358,5380.7,0.055,-99.0,0.041,14.933,17.133,1,0.0,0.0,0.36,1,0,0,0.0,ALFALFA,2.71,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1108,0.014,0.349,0.022,0.009,0.487,0.05,15.498,0.091,-99.0,19.994,0.036,1.5082,0.049,0.275,0.274,0.124,203.918,0.066,-99.0,15.562,7.0,17.808,16.407,17.379,0.538,1.671,-0.091,14.464,17.186,0.22,0.22,16.62,0.318,0.035,2.752,3.543,1.619,1.43,8.69,-99.0,6879.53,-99.0,0.026,-17.649,2.462,16.973,0.226,0.029,0.054,6879.5,0.088,0.322,0.024,15.437,18.728,1,0.0,0.0,0.64,0,0,0,0.0,GBT,1.57,0.07,11.47,0,0.0,11.07,26505.0,3.26,11.47,0,0.0,1,0.0,0.0,0.0,0
rs1109,0.014,0.57,0.023,0.009,0.091,0.052,12.425,0.095,12.365,18.529,0.037,3.2932,0.047,0.134,0.134,0.129,203.9178,0.069,0.435,13.402,6.9,15.802,13.915,15.16,0.872,2.219,-0.014,12.619,14.837,0.57,0.229,15.33,0.216,0.022,3.518,4.445,2.171,1.869,9.93,-99.0,6997.71,-99.0,0.021,-19.881,3.146,14.557,0.235,0.03,0.055,6910.6,0.033,0.205,0.021,12.793,17.149,1,0.0,0.0,0.3,0,0,0,0.0,AO,0.46,0.02,12.91,1,12.93,11.41,23385.0,0.75,12.91,0,0.0,1,11713.0,12.73,12.93,0
rs1110,0.014,0.442,0.022,0.009,0.311,0.051,14.268,0.093,14.292,18.998,0.036,3.0018,0.032,0.082,-99.0,0.126,203.9283,0.067,0.131,14.441,4.28,16.782,-99.0,16.275,0.66,1.786,0.127,13.415,16.022,0.86,0.224,10.11,0.293,0.027,2.906,3.651,1.78,1.563,9.23,-99.0,6515.06,-99.0,0.099,-18.66,2.53,15.839,0.23,0.029,0.255,6586.5,0.039,0.139,0.029,14.473,17.926,1,0.0,0.0,0.39,0,0,0,0.0,GBT,0.66,0.03,12.94,1,13.03,12.29,21872.0,0.0,12.94,0,0.0,1,11708.0,12.36,13.03,0
rs1111,0.014,0.673,0.022,0.009,0.022,0.051,10.172,0.092,10.106,17.236,0.036,2.9991,0.024,0.015,0.015,0.125,203.9508,0.067,0.073,11.119,13.79,13.765,11.749,13.022,1.009,2.413,-0.019,10.417,12.637,0.72,0.223,33.25,0.092,0.024,3.892,4.839,2.488,2.152,10.85,-99.0,6515.06,-99.0,0.02,-21.868,3.36,12.36,0.229,0.029,0.052,6453.5,0.05,0.085,0.021,10.519,15.287,1,0.0,0.0,0.27,1,0,0,0.0,GBT,1.48,0.0,12.94,1,13.03,12.29,21872.0,0.0,12.94,0,0.0,1,11708.0,12.36,13.03,0
rs1112,0.017,0.508,0.027,0.011,0.053,0.063,11.82,0.115,11.376,17.048,0.045,1.7301,0.046,0.05,0.04,0.156,203.994,0.083,0.417,12.561,15.56,14.723,13.139,14.166,0.764,1.96,-0.145,11.966,13.851,0.44,0.277,42.05,0.061,0.021,3.098,3.894,1.902,1.646,10.25,-99.0,6766.64,-99.0,0.022,-20.862,2.756,13.626,0.285,0.036,0.056,6823.6,0.022,0.07,0.021,11.963,15.927,1,0.0,0.0,4.37,0,0,0,0.0,ALFALFA,2.83,0.12,11.49,1,11.25,11.84,21873.0,3.4,11.49,0,3.22,1,11709.0,11.73,11.25,0
rs1113,0.016,0.056,0.025,0.01,3.383,0.057,14.71,0.103,-99.0,-99.0,0.04,3.6387,0.488,4.317,0.51,0.14,203.9994,0.075,-99.0,15.536,18.63,16.311,15.699,15.995,0.104,1.054,-0.037,14.33,16.169,0.81,0.25,102.39,4.131,0.168,1.643,2.352,0.692,0.644,8.67,-99.0,6853.57,-99.0,0.178,-19.009,1.763,16.488,0.256,0.033,0.129,6775.2,-99.0,0.886,0.13,14.259,16.736,1,0.0,0.0,2.65,0,0,0,0.0,ALFALFA,2.46,0.07,12.79,0,0.0,11.58,21875.0,0.98,12.79,0,0.0,1,0.0,0.0,0.0,0
rs1114,0.016,0.358,0.026,0.01,0.256,0.059,-99.0,0.107,12.824,-99.0,0.042,3.5093,0.11,-99.0,-99.0,0.146,204.0329,0.078,0.338,13.826,9.15,15.501,-99.0,15.078,0.568,1.777,-0.059,12.759,14.856,0.83,0.259,17.69,0.349,0.021,2.74,3.586,1.531,1.321,9.59,-99.0,6853.57,-99.0,0.021,-19.972,2.623,14.661,0.266,0.034,0.029,6912.8,-99.0,0.377,0.023,13.075,16.556,1,0.0,0.0,0.96,0,0,0,0.0,ALFALFA,3.37,0.1,12.79,1,12.64,11.58,21875.0,0.98,12.79,0,0.63,1,11711.0,11.38,12.64,0
rs1115,0.014,0.67,0.022,0.009,0.12,0.051,15.002,0.093,-99.0,22.704,0.036,3.3122,0.032,0.355,0.289,0.126,204.0426,0.068,-99.0,15.552,4.73,17.846,16.223,17.166,0.973,2.188,-0.064,14.611,16.784,0.56,0.225,13.56,0.399,0.029,3.565,4.341,2.351,2.048,9.17,-99.0,6997.71,-99.0,0.028,-17.932,2.963,16.571,0.231,0.03,0.282,7099.1,0.649,0.409,0.027,15.2,18.976,1,0.0,0.0,0.04,1,0,0,0.0,AO,0.36,0.0,0.0,1,12.93,0.0,0.0,0.0,0.0,0,0.0,0,11713.0,12.73,12.93,0
rs1116,0.014,0.742,0.021,0.009,-99.0,0.049,-99.0,0.09,10.357,18.697,0.035,3.331,0.021,-99.0,-99.0,0.122,204.0881,0.065,0.027,11.156,15.18,13.697,-99.0,12.937,1.086,2.396,-0.082,10.426,12.52,0.77,0.217,63.2,0.177,0.021,3.918,4.832,2.608,2.263,10.99,-99.0,6775.95,-99.0,0.022,-22.07,3.311,12.271,0.223,0.028,0.035,6814.3,0.252,0.109,0.021,-99.0,15.333,1,0.0,0.0,0.46,1,0,0,0.0,ALFALFA,2.5,0.0,12.82,1,12.93,12.6,21877.0,0.0,12.82,0,0.0,1,11713.0,12.73,12.93,0
rs1117,0.016,0.286,0.026,0.01,0.081,0.059,14.461,0.107,13.879,18.463,0.042,1.2596,0.05,0.329,0.154,0.146,204.1562,0.078,0.265,14.88,6.91,16.711,15.509,16.337,0.447,1.537,0.002,14.317,16.136,0.43,0.26,14.26,0.413,0.027,2.51,3.274,1.419,1.258,8.99,-99.0,6786.04,-99.0,0.022,-18.677,2.301,16.011,0.267,0.034,0.064,6795.3,0.043,0.124,0.022,14.628,17.678,1,0.0,0.0,0.7,0,0,0,0.0,ALFALFA,3.05,0.09,11.68,1,11.39,11.12,23386.0,2.37,11.68,0,3.2,1,13160.0,11.13,11.39,0
rs1118,0.016,0.665,0.025,0.01,0.135,0.059,12.095,0.107,12.059,19.433,0.042,4.1887,0.022,0.237,0.045,0.145,204.1559,0.077,0.292,13.583,6.49,16.362,14.063,15.595,1.045,2.693,-0.116,12.637,15.174,0.36,0.258,15.15,0.071,0.021,4.136,5.22,2.488,2.109,9.81,-99.0,6649.9,-99.0,0.021,-19.362,3.777,14.833,0.264,0.034,0.034,6621.9,0.049,0.086,0.03,12.61,17.724,1,0.0,0.0,1.19,0,0,0,0.0,ALFALFA,2.46,0.09,12.15,1,12.22,11.47,24009.0,1.57,12.15,0,1.11,1,13735.0,11.52,12.22,0
